month,total.total,timeRange.start,timeRange.end
2016-04-23T00:00:00.000Z,2754389,2016-04-23T00:00:00.000Z,2016-04-24T00:00:00.000Z
2016-04-24T00:00:00.000Z,2799335,2016-04-24T00:00:00.000Z,2016-04-25T00:00:00.000Z
2016-04-25T00:00:00.000Z,3100795,2016-04-25T00:00:00.000Z,2016-04-26T00:00:00.000Z
2016-04-26T00:00:00.000Z,2741727,2016-04-26T00:00:00.000Z,2016-04-27T00:00:00.000Z
2016-04-27T00:00:00.000Z,2653195,2016-04-27T00:00:00.000Z,2016-04-28T00:00:00.000Z
2016-04-28T00:00:00.000Z,2676508,2016-04-28T00:00:00.000Z,2016-04-29T00:00:00.000Z
2016-04-29T00:00:00.000Z,2740146,2016-04-29T00:00:00.000Z,2016-04-30T00:00:00.000Z
2016-04-30T00:00:00.000Z,2760870,2016-04-30T00:00:00.000Z,2016-05-01T00:00:00.000Z
2016-05-01T00:00:00.000Z,2779569,2016-05-01T00:00:00.000Z,2016-05-02T00:00:00.000Z
2016-05-02T00:00:00.000Z,2709996,2016-05-02T00:00:00.000Z,2016-05-03T00:00:00.000Z
2016-05-03T00:00:00.000Z,2674624,2016-05-03T00:00:00.000Z,2016-05-04T00:00:00.000Z
2016-05-04T00:00:00.000Z,2513881,2016-05-04T00:00:00.000Z,2016-05-05T00:00:00.000Z
2016-05-05T00:00:00.000Z,2687789,2016-05-05T00:00:00.000Z,2016-05-06T00:00:00.000Z
2016-05-06T00:00:00.000Z,2747681,2016-05-06T00:00:00.000Z,2016-05-07T00:00:00.000Z
2016-05-07T00:00:00.000Z,2702042,2016-05-07T00:00:00.000Z,2016-05-08T00:00:00.000Z
2016-05-08T00:00:00.000Z,2710143,2016-05-08T00:00:00.000Z,2016-05-09T00:00:00.000Z
2016-05-09T00:00:00.000Z,2682059,2016-05-09T00:00:00.000Z,2016-05-10T00:00:00.000Z
2016-05-10T00:00:00.000Z,2738971,2016-05-10T00:00:00.000Z,2016-05-11T00:00:00.000Z
2016-05-11T00:00:00.000Z,2587479,2016-05-11T00:00:00.000Z,2016-05-12T00:00:00.000Z
2016-05-12T00:00:00.000Z,2663007,2016-05-12T00:00:00.000Z,2016-05-13T00:00:00.000Z
2016-05-13T00:00:00.000Z,2766898,2016-05-13T00:00:00.000Z,2016-05-14T00:00:00.000Z
2016-05-14T00:00:00.000Z,2799512,2016-05-14T00:00:00.000Z,2016-05-15T00:00:00.000Z
2016-05-15T00:00:00.000Z,2775391,2016-05-15T00:00:00.000Z,2016-05-16T00:00:00.000Z
2016-05-16T00:00:00.000Z,2710039,2016-05-16T00:00:00.000Z,2016-05-17T00:00:00.000Z
2016-05-17T00:00:00.000Z,2728287,2016-05-17T00:00:00.000Z,2016-05-18T00:00:00.000Z
2016-05-18T00:00:00.000Z,2615757,2016-05-18T00:00:00.000Z,2016-05-19T00:00:00.000Z
2016-05-19T00:00:00.000Z,2511777,2016-05-19T00:00:00.000Z,2016-05-20T00:00:00.000Z
2016-05-20T00:00:00.000Z,2546313,2016-05-20T00:00:00.000Z,2016-05-21T00:00:00.000Z
2016-05-21T00:00:00.000Z,2602868,2016-05-21T00:00:00.000Z,2016-05-22T00:00:00.000Z
2016-05-22T00:00:00.000Z,2982655,2016-05-22T00:00:00.000Z,2016-05-23T00:00:00.000Z
2016-05-23T00:00:00.000Z,3079077,2016-05-23T00:00:00.000Z,2016-05-24T00:00:00.000Z
2016-05-24T00:00:00.000Z,2759086,2016-05-24T00:00:00.000Z,2016-05-25T00:00:00.000Z
2016-05-25T00:00:00.000Z,2655430,2016-05-25T00:00:00.000Z,2016-05-26T00:00:00.000Z
2016-05-26T00:00:00.000Z,2600711,2016-05-26T00:00:00.000Z,2016-05-27T00:00:00.000Z
2016-05-27T00:00:00.000Z,2672753,2016-05-27T00:00:00.000Z,2016-05-28T00:00:00.000Z
2016-05-28T00:00:00.000Z,2769384,2016-05-28T00:00:00.000Z,2016-05-29T00:00:00.000Z
2016-05-29T00:00:00.000Z,2637562,2016-05-29T00:00:00.000Z,2016-05-30T00:00:00.000Z
2016-05-30T00:00:00.000Z,2635999,2016-05-30T00:00:00.000Z,2016-05-31T00:00:00.000Z
2016-05-31T00:00:00.000Z,2647075,2016-05-31T00:00:00.000Z,2016-06-01T00:00:00.000Z
2016-06-01T00:00:00.000Z,2555553,2016-06-01T00:00:00.000Z,2016-06-02T00:00:00.000Z
2016-06-02T00:00:00.000Z,2618630,2016-06-02T00:00:00.000Z,2016-06-03T00:00:00.000Z
2016-06-03T00:00:00.000Z,2892068,2016-06-03T00:00:00.000Z,2016-06-04T00:00:00.000Z
2016-06-04T00:00:00.000Z,2935678,2016-06-04T00:00:00.000Z,2016-06-05T00:00:00.000Z
2016-06-05T00:00:00.000Z,2780281,2016-06-05T00:00:00.000Z,2016-06-06T00:00:00.000Z
2016-06-06T00:00:00.000Z,2640148,2016-06-06T00:00:00.000Z,2016-06-07T00:00:00.000Z
2016-06-07T00:00:00.000Z,2639900,2016-06-07T00:00:00.000Z,2016-06-08T00:00:00.000Z
2016-06-08T00:00:00.000Z,2699281,2016-06-08T00:00:00.000Z,2016-06-09T00:00:00.000Z
2016-06-09T00:00:00.000Z,2669298,2016-06-09T00:00:00.000Z,2016-06-10T00:00:00.000Z
2016-06-10T00:00:00.000Z,3116036,2016-06-10T00:00:00.000Z,2016-06-11T00:00:00.000Z
2016-06-11T00:00:00.000Z,2855536,2016-06-11T00:00:00.000Z,2016-06-12T00:00:00.000Z
2016-06-12T00:00:00.000Z,2800920,2016-06-12T00:00:00.000Z,2016-06-13T00:00:00.000Z
2016-06-13T00:00:00.000Z,2914641,2016-06-13T00:00:00.000Z,2016-06-14T00:00:00.000Z
2016-06-14T00:00:00.000Z,2874256,2016-06-14T00:00:00.000Z,2016-06-15T00:00:00.000Z
2016-06-15T00:00:00.000Z,2797894,2016-06-15T00:00:00.000Z,2016-06-16T00:00:00.000Z
2016-06-16T00:00:00.000Z,2778018,2016-06-16T00:00:00.000Z,2016-06-17T00:00:00.000Z
2016-06-17T00:00:00.000Z,2850757,2016-06-17T00:00:00.000Z,2016-06-18T00:00:00.000Z
2016-06-18T00:00:00.000Z,2877837,2016-06-18T00:00:00.000Z,2016-06-19T00:00:00.000Z
2016-06-19T00:00:00.000Z,2838598,2016-06-19T00:00:00.000Z,2016-06-20T00:00:00.000Z
2016-06-20T00:00:00.000Z,2731910,2016-06-20T00:00:00.000Z,2016-06-21T00:00:00.000Z
2016-06-21T00:00:00.000Z,2646146,2016-06-21T00:00:00.000Z,2016-06-22T00:00:00.000Z
2016-06-22T00:00:00.000Z,2635752,2016-06-22T00:00:00.000Z,2016-06-23T00:00:00.000Z
2016-06-23T00:00:00.000Z,2672499,2016-06-23T00:00:00.000Z,2016-06-24T00:00:00.000Z
2016-06-24T00:00:00.000Z,2841641,2016-06-24T00:00:00.000Z,2016-06-25T00:00:00.000Z
2016-06-25T00:00:00.000Z,2899309,2016-06-25T00:00:00.000Z,2016-06-26T00:00:00.000Z
2016-06-26T00:00:00.000Z,3046210,2016-06-26T00:00:00.000Z,2016-06-27T00:00:00.000Z
2016-06-27T00:00:00.000Z,3370660,2016-06-27T00:00:00.000Z,2016-06-28T00:00:00.000Z
2016-06-28T00:00:00.000Z,2939167,2016-06-28T00:00:00.000Z,2016-06-29T00:00:00.000Z
2016-06-29T00:00:00.000Z,2781324,2016-06-29T00:00:00.000Z,2016-06-30T00:00:00.000Z
2016-06-30T00:00:00.000Z,2742687,2016-06-30T00:00:00.000Z,2016-07-01T00:00:00.000Z
2016-07-01T00:00:00.000Z,2894369,2016-07-01T00:00:00.000Z,2016-07-02T00:00:00.000Z
2016-07-02T00:00:00.000Z,2834223,2016-07-02T00:00:00.000Z,2016-07-03T00:00:00.000Z
2016-07-03T00:00:00.000Z,2870852,2016-07-03T00:00:00.000Z,2016-07-04T00:00:00.000Z
2016-07-04T00:00:00.000Z,2988666,2016-07-04T00:00:00.000Z,2016-07-05T00:00:00.000Z
2016-07-05T00:00:00.000Z,2940473,2016-07-05T00:00:00.000Z,2016-07-06T00:00:00.000Z
2016-07-06T00:00:00.000Z,2471644,2016-07-06T00:00:00.000Z,2016-07-07T00:00:00.000Z
2016-07-07T00:00:00.000Z,2526011,2016-07-07T00:00:00.000Z,2016-07-08T00:00:00.000Z
